Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
42,45,6,6,37,40,38,train/00038_00011_00008.png
37,37,5,5,32,32,35,train/02562.png
49,50,6,6,44,45,3,train/03655.png
48,51,5,5,43,46,9,train/04554.png
38,39,6,5,33,34,6,train/00006_00003_00014.png
108,117,9,11,99,107,5,train/00005_00006_00028.png
46,45,6,6,41,40,1,train/01565.png
47,45,6,5,42,40,25,train/00025_00044_00013.png
85,84,8,7,78,77,1,train/00001_00072_00025.png
42,41,5,5,37,36,12,train/00012_00019_00014.png
57,68,5,7,52,62,1,train/00001_00055_00010.png
29,28,6,6,23,22,3,train/00003_00029_00001.png
62,60,5,5,57,55,5,train/00005_00030_00029.png
49,49,5,5,43,43,10,train/00010_00039_00022.png
48,44,5,5,43,39,11,train/00011_00018_00005.png
28,29,5,6,23,24,12,train/00012_00028_00004.png
50,51,5,6,45,46,10,train/00010_00021_00017.png
27,27,6,6,22,22,10,train/00010_00026_00001.png
50,47,6,6,45,42,23,train/00023_00015_00010.png
34,36,5,6,29,31,17,train/00017_00017_00001.png
28,30,5,6,23,25,6,train/00129.png
35,33,5,5,30,28,21,train/00021_00002_00007.png
37,38,6,6,32,32,7,train/00007_00000_00014.png
48,45,5,5,43,40,31,train/00031_00015_00010.png
37,36,6,5,32,31,3,train/00003_00014_00019.png
40,40,5,5,35,35,18,train/00018_00013_00012.png
40,41,6,6,35,36,22,train/00022_00005_00013.png
73,67,6,6,67,61,31,train/00031_00015_00024.png
43,42,5,5,38,37,4,train/00004_00026_00010.png
47,40,5,6,42,34,13,train/00013_00032_00011.png
63,60,6,5,57,54,1,train/00001_00033_00026.png
45,46,5,6,40,41,38,train/00038_00038_00019.png
29,29,6,5,24,24,17,train/03652.png
39,39,5,6,33,34,35,train/00035_00038_00017.png
43,46,5,5,38,41,35,train/08030.png
43,41,5,5,38,36,31,train/00031_00005_00016.png
83,77,8,6,75,70,11,train/00011_00013_00023.png
39,40,6,6,34,34,36,train/00036_00011_00013.png
41,39,5,6,35,34,33,train/12432.png
83,86,7,8,76,78,14,train/00014_00017_00025.png
37,33,6,6,32,28,13,train/00013_00042_00003.png
111,105,10,10,102,96,11,train/09353.png
38,40,5,5,33,35,17,train/00017_00018_00021.png
70,72,6,7,63,66,42,train/00042_00000_00029.png
36,34,5,6,31,29,30,train/00030_00008_00006.png
80,80,8,7,73,73,35,train/01839.png
38,40,6,5,33,35,5,train/00005_00000_00013.png
45,46,5,6,40,41,10,train/00010_00059_00016.png
49,46,6,6,43,41,28,train/00028_00000_00022.png
50,45,5,5,44,40,25,train/00025_00036_00014.png
28,27,5,5,22,22,2,train/00002_00025_00003.png
28,29,5,6,23,24,7,train/00007_00042_00000.png
57,56,6,6,51,51,9,train/00009_00042_00017.png
53,53,5,5,48,48,1,train/00001_00068_00021.png
36,36,5,6,31,31,8,train/00008_00030_00019.png
38,39,5,6,33,34,38,train/00038_00065_00014.png
41,42,5,6,36,36,37,train/00037_00003_00016.png
32,30,5,5,27,25,31,train/04006.png
54,54,5,5,49,49,1,train/00001_00007_00004.png
30,30,6,6,25,25,2,train/00002_00054_00002.png
31,32,5,6,26,27,7,train/09898.png
43,39,6,5,38,34,25,train/00025_00035_00016.png
61,57,5,6,56,52,30,train/00030_00009_00014.png
52,51,5,5,47,46,2,train/00002_00012_00010.png
48,56,1,6,43,51,15,train/05257.png
35,35,5,5,30,30,2,train/00002_00050_00016.png
63,63,6,6,58,58,5,train/00005_00022_00024.png
27,28,5,6,22,23,33,train/00033_00010_00002.png
61,60,6,5,56,55,38,train/00038_00036_00015.png
60,60,5,6,55,55,5,train/00005_00057_00028.png
54,54,6,6,49,49,13,train/00013_00037_00018.png
61,62,5,6,56,57,7,train/00007_00016_00020.png
36,36,6,6,31,31,15,train/00015_00008_00001.png
59,54,5,5,53,49,11,train/09279.png
50,52,5,6,45,47,10,train/00010_00000_00022.png
34,38,5,5,29,33,17,train/00017_00032_00020.png
49,49,6,6,44,44,1,train/10079.png
45,45,6,5,40,39,32,train/00032_00004_00019.png
31,31,6,6,26,26,34,train/00034_00009_00004.png
30,30,5,5,25,25,2,train/00002_00025_00009.png
47,45,6,6,42,40,13,train/00013_00030_00013.png
57,58,5,5,52,53,12,train/00012_00067_00021.png
54,50,6,6,49,45,5,train/00005_00037_00029.png
69,83,7,8,63,76,38,train/00038_00006_00016.png
62,62,5,5,57,57,35,train/00035_00020_00026.png
89,85,7,8,81,78,18,train/00018_00039_00026.png
46,54,6,5,41,49,38,train/00038_00043_00019.png
49,50,5,5,44,45,5,train/00005_00042_00020.png
29,28,6,6,24,23,1,train/00001_00010_00000.png
37,37,6,6,32,32,22,train/00022_00011_00006.png
60,61,5,6,55,56,9,train/00009_00042_00019.png
54,55,5,5,48,50,38,train/00038_00005_00023.png
43,44,5,6,38,39,10,train/11117.png
35,34,6,5,30,29,12,train/00012_00054_00005.png
27,28,5,6,22,23,20,train/00020_00007_00003.png
36,33,6,6,30,27,18,train/06511.png
109,112,9,9,100,103,14,train/03131.png
57,52,6,6,51,46,23,train/00023_00011_00008.png
54,51,5,5,49,46,11,train/00011_00026_00007.png
29,28,6,6,24,23,7,train/00007_00030_00004.png
77,81,7,7,71,74,9,train/00009_00022_00028.png
43,45,5,5,38,39,35,train/00035_00027_00025.png
36,37,5,6,31,32,35,train/03670.png
53,50,5,6,48,45,24,train/00024_00007_00015.png
33,32,6,6,27,27,1,train/10872.png
40,40,6,6,35,35,38,train/00038_00008_00028.png
33,30,6,6,27,25,33,train/01867.png
132,116,12,11,121,106,28,train/00028_00002_00027.png
30,30,5,5,25,25,38,train/00038_00047_00021.png
56,50,6,5,51,45,18,train/00018_00027_00018.png
44,47,5,6,39,42,1,train/00001_00040_00013.png
84,76,8,7,77,70,18,train/00018_00002_00027.png
49,50,5,6,44,45,10,train/00010_00000_00020.png
95,88,8,8,87,81,2,train/00002_00012_00023.png
74,68,7,7,68,62,26,train/00026_00014_00014.png
73,72,6,7,66,66,1,train/04584.png
54,52,5,6,49,46,11,train/00011_00007_00012.png
62,58,5,6,57,53,2,train/00002_00032_00027.png
33,34,5,5,28,29,41,train/00041_00002_00006.png
29,29,6,6,23,24,7,train/00007_00026_00005.png
55,56,6,6,50,51,10,train/00010_00066_00027.png
37,37,6,6,32,32,8,train/00008_00020_00005.png
32,33,5,6,27,28,16,train/00016_00002_00012.png
28,28,5,5,23,23,37,train/00037_00002_00001.png
43,43,5,5,38,38,2,train/10766.png
40,43,5,6,35,38,1,train/00001_00038_00021.png
98,103,8,9,90,94,1,train/00001_00018_00025.png
49,46,6,5,44,41,38,train/00038_00036_00004.png
53,56,6,5,48,50,17,train/00017_00030_00019.png
46,44,5,6,41,39,23,train/08240.png
56,57,6,5,51,52,39,train/00039_00007_00003.png
29,29,6,6,24,24,10,train/05070.png
39,41,5,5,34,36,10,train/08546.png
43,43,6,6,38,38,4,train/03998.png
36,34,6,5,31,29,8,train/00008_00045_00007.png
55,58,5,6,50,53,7,train/05942.png
54,51,6,5,49,46,40,train/05336.png
52,48,6,6,47,43,28,train/00028_00011_00022.png
40,41,6,6,35,36,2,train/00002_00074_00017.png
36,36,5,5,31,31,36,train/00036_00006_00012.png
36,37,5,5,31,32,36,train/00036_00010_00015.png
30,30,5,5,25,25,10,train/00010_00062_00004.png
34,35,5,6,29,29,4,train/08633.png
52,50,6,6,47,45,1,train/00001_00059_00016.png
30,30,5,5,24,25,16,train/00016_00011_00009.png
60,55,6,6,54,50,18,train/00018_00016_00026.png
39,40,5,6,34,35,4,train/00004_00012_00014.png
37,39,6,5,32,33,38,train/00038_00004_00015.png
42,43,5,5,37,38,9,train/00009_00047_00019.png
40,43,5,5,35,38,38,train/03764.png
35,32,5,5,29,27,26,train/00026_00016_00007.png
29,30,5,6,24,25,40,train/00040_00007_00004.png
35,35,5,5,30,30,12,train/00012_00059_00011.png
46,47,5,5,41,42,4,train/00004_00054_00011.png
33,34,5,6,28,29,10,train/00010_00065_00016.png
35,38,5,5,29,33,5,train/00005_00060_00020.png
54,55,6,6,49,50,2,train/00002_00019_00023.png
27,29,5,5,22,24,17,train/00017_00016_00000.png
50,44,6,6,45,39,22,train/00022_00001_00019.png
100,89,8,7,92,81,18,train/00018_00010_00018.png
32,29,5,6,27,24,11,train/00011_00006_00006.png
64,63,6,5,59,58,18,train/10692.png
41,42,6,6,35,36,7,train/00007_00026_00018.png
51,44,6,5,46,39,31,train/00031_00000_00011.png
51,54,6,6,46,49,38,train/00038_00054_00021.png
49,47,6,5,44,42,1,train/00001_00004_00004.png
54,56,5,5,49,51,3,train/00003_00017_00017.png
27,25,6,5,22,20,13,train/00013_00058_00000.png
41,43,6,6,36,38,9,train/08086.png
28,29,6,5,23,24,38,train/00193.png
57,58,6,5,52,53,3,train/05461.png
40,36,6,6,35,31,24,train/00024_00006_00009.png
44,43,5,6,39,37,18,train/00018_00025_00010.png
37,35,5,5,32,30,35,train/00035_00035_00015.png
38,37,6,5,33,32,1,train/00001_00044_00000.png
46,47,5,6,41,42,8,train/00008_00042_00022.png
31,32,5,6,26,27,32,train/02500.png
75,76,6,7,69,70,9,train/01647.png
70,75,6,6,64,69,38,train/00038_00033_00026.png
53,46,5,5,48,41,13,train/00013_00006_00020.png
129,112,11,9,118,102,23,train/00023_00003_00026.png
36,37,5,6,31,32,29,train/00029_00007_00005.png
64,64,5,6,59,59,38,train/00038_00063_00025.png
47,45,6,6,42,40,13,train/00013_00022_00001.png
122,111,10,10,112,102,18,train/00018_00020_00024.png
35,31,5,5,30,26,26,train/00026_00008_00003.png
46,47,5,5,41,42,35,train/00035_00019_00024.png
94,95,8,9,86,86,14,train/08548.png
30,31,6,6,24,26,9,train/00009_00009_00001.png
46,48,6,6,41,43,4,train/00004_00048_00018.png
42,44,5,6,37,39,27,train/00027_00003_00002.png
36,36,5,5,31,31,5,train/00005_00008_00010.png
67,69,6,7,61,63,4,train/00004_00058_00029.png
71,71,7,6,65,65,40,train/00040_00005_00014.png
59,55,5,6,53,50,31,train/00031_00019_00018.png
75,70,7,6,69,64,22,train/07367.png
30,30,6,5,25,24,4,train/00004_00036_00001.png
30,30,6,5,25,24,11,train/00011_00015_00006.png
46,48,6,6,40,42,2,train/00002_00002_00024.png
37,41,5,6,31,36,2,train/00002_00066_00010.png
35,36,5,6,29,30,8,train/08564.png
29,30,5,6,23,24,17,train/00017_00001_00006.png
33,32,6,5,28,27,42,train/00042_00001_00009.png
30,29,6,5,24,24,2,train/00002_00017_00004.png
30,30,6,6,25,25,3,train/06096.png
33,34,5,6,27,28,2,train/00002_00055_00009.png
84,87,8,7,77,80,2,train/00002_00004_00028.png
45,44,6,5,40,39,8,train/00008_00038_00028.png
52,46,5,5,47,41,13,train/00013_00031_00025.png
36,37,5,6,31,32,6,train/00715.png
33,38,5,6,28,33,13,train/08098.png
33,34,5,6,28,29,31,train/00031_00023_00008.png
44,42,5,5,39,37,7,train/00007_00036_00019.png
123,131,10,12,113,120,5,train/00005_00046_00029.png
35,34,6,6,30,28,8,train/00008_00022_00009.png
55,55,6,6,50,50,14,train/00014_00005_00009.png
41,39,6,5,36,34,8,train/03963.png
45,46,5,6,40,41,4,train/00004_00034_00021.png
75,79,6,7,69,72,3,train/00003_00036_00027.png
27,26,6,5,22,21,3,train/00003_00011_00001.png
35,32,6,5,30,27,10,train/00010_00034_00012.png
41,42,5,6,36,37,5,train/06088.png
35,35,5,5,30,30,2,train/00002_00069_00029.png
28,29,6,6,23,24,6,train/00006_00007_00005.png
100,104,9,10,92,95,5,train/00005_00046_00027.png
30,29,6,6,25,23,5,train/00005_00002_00007.png
47,44,6,6,42,39,31,train/08751.png
56,58,5,6,51,53,36,train/00036_00000_00025.png
47,51,6,6,42,46,38,train/02140.png
42,40,5,5,37,35,3,train/02965.png
49,48,6,5,43,43,1,train/00001_00012_00019.png
41,41,5,5,36,36,9,train/00009_00039_00021.png
37,34,5,5,32,29,5,train/09391.png
40,39,6,5,35,34,4,train/09518.png
29,33,5,6,23,28,33,train/08852.png
33,35,5,5,28,29,2,train/00002_00031_00006.png
65,59,6,5,60,54,13,train/00013_00056_00025.png
86,75,8,7,79,69,11,train/00011_00018_00021.png
83,82,7,7,75,75,1,train/00001_00063_00026.png
59,58,6,6,54,53,4,train/00004_00030_00022.png
36,35,6,5,31,30,7,train/00007_00023_00014.png
35,36,5,6,30,31,12,train/00012_00055_00007.png
40,40,6,6,35,35,14,train/00014_00015_00009.png
32,32,5,5,26,26,42,train/00042_00005_00012.png
49,49,6,5,44,44,5,train/00005_00042_00019.png
45,49,5,5,40,44,35,train/10729.png
31,28,6,6,26,23,11,train/00011_00000_00001.png
39,38,6,5,34,33,29,train/00029_00004_00001.png
27,27,5,5,22,22,9,train/00009_00034_00003.png
34,32,5,5,28,26,11,train/00011_00006_00013.png
46,46,5,6,41,41,11,train/00011_00015_00021.png
43,45,6,5,38,40,2,train/00002_00046_00017.png
30,31,5,6,25,26,5,train/00005_00055_00002.png
44,44,5,5,38,38,1,train/00001_00029_00013.png
35,37,5,6,30,32,4,train/04023.png
58,58,5,5,52,52,1,train/00001_00073_00018.png
57,56,6,5,52,51,2,train/00002_00025_00024.png
74,69,6,7,68,63,31,train/00031_00000_00020.png
71,67,6,6,65,61,5,train/00217.png
43,43,6,6,38,38,1,train/00001_00071_00009.png
80,80,7,7,73,73,4,train/02190.png
77,80,7,7,70,73,4,train/00812.png
132,118,12,11,121,108,13,train/00013_00033_00027.png
33,34,5,6,28,29,10,train/05738.png
35,41,5,6,30,36,38,train/00038_00041_00016.png
31,34,6,6,26,29,4,train/00004_00016_00006.png
38,37,5,5,33,32,35,train/07868.png
56,57,5,6,51,52,2,train/00002_00044_00022.png
51,46,5,5,46,41,24,train/00024_00006_00015.png
34,34,6,5,29,29,16,train/00016_00011_00014.png
53,52,6,5,48,47,12,train/00012_00017_00018.png
44,44,6,6,39,39,37,train/00037_00003_00018.png
85,85,8,8,78,78,12,train/00012_00024_00028.png
81,72,7,7,74,66,23,train/00023_00013_00026.png
30,31,5,6,25,26,35,train/00035_00014_00001.png
50,42,6,5,45,37,10,train/01949.png
33,35,5,6,28,30,36,train/00036_00007_00016.png
36,34,5,6,31,29,4,train/00004_00055_00010.png
40,38,6,5,34,33,33,train/00033_00020_00012.png
39,39,6,6,34,34,4,train/10216.png
45,43,6,6,40,38,20,train/00020_00011_00018.png
54,56,5,5,49,51,1,train/01688.png
35,34,5,5,30,29,21,train/00021_00009_00003.png
35,36,6,5,29,31,15,train/00015_00013_00006.png
54,52,6,6,49,47,22,train/00022_00005_00022.png
85,91,8,8,78,83,35,train/00035_00000_00025.png
56,92,5,9,51,84,15,train/03790.png
39,40,5,5,34,35,9,train/00009_00029_00013.png
46,44,5,6,40,38,12,train/00012_00058_00009.png
64,68,5,6,59,62,9,train/00423.png
112,113,9,10,102,103,16,train/00016_00006_00021.png
59,55,6,5,53,50,11,train/09723.png
119,106,10,10,108,97,11,train/04308.png
38,40,6,6,33,34,1,train/09508.png
47,44,6,5,42,39,13,train/00013_00022_00000.png
70,74,7,7,64,67,0,train/00000_00004_00013.png
34,34,6,6,29,29,10,train/00010_00044_00013.png
41,41,6,6,36,36,21,train/04691.png
49,43,6,5,44,38,25,train/01539.png
32,32,6,5,27,27,10,train/08759.png
32,34,5,6,27,29,17,train/00017_00018_00007.png
28,28,5,5,22,22,7,train/00007_00047_00008.png
29,31,5,6,23,26,8,train/00008_00044_00001.png
43,43,5,5,38,38,36,train/11167.png
42,42,5,5,37,37,12,train/00012_00030_00021.png
44,43,6,6,39,38,15,train/01596.png
35,35,5,5,30,30,38,train/00038_00025_00010.png
40,37,6,5,35,32,25,train/00025_00014_00005.png
43,44,6,5,38,39,2,train/11467.png
52,54,6,5,47,49,41,train/00041_00001_00024.png
37,36,6,6,32,31,9,train/00009_00034_00014.png
29,30,6,6,24,25,3,train/00003_00020_00003.png
67,64,6,5,61,59,33,train/00033_00013_00021.png
47,48,5,6,42,43,3,train/00003_00025_00021.png
97,87,9,8,89,80,13,train/00013_00057_00014.png
35,35,6,6,30,30,10,train/00010_00018_00007.png
29,28,6,5,24,23,17,train/00017_00026_00002.png
84,86,7,7,77,79,1,train/00001_00013_00028.png
108,110,10,9,99,101,1,train/00001_00000_00028.png
63,72,6,7,58,66,7,train/00007_00015_00025.png
28,30,5,5,23,25,17,train/00017_00008_00009.png
41,42,5,5,36,37,35,train/00035_00018_00020.png
76,80,7,8,70,73,36,train/08668.png
48,47,6,5,43,42,1,train/11357.png
97,84,9,7,89,77,25,train/00025_00022_00022.png
30,31,5,6,25,26,10,train/04593.png
51,47,6,5,46,42,18,train/00018_00016_00023.png
87,91,8,8,80,83,5,train/00005_00042_00028.png
73,69,6,7,67,63,11,train/00011_00007_00023.png
26,29,5,6,21,24,17,train/00017_00008_00004.png
45,47,5,6,40,42,7,train/00007_00043_00021.png
32,31,6,5,27,26,36,train/00036_00005_00003.png
73,70,6,7,67,63,13,train/00013_00048_00017.png
78,74,7,7,71,68,26,train/00026_00003_00023.png
58,58,6,5,53,53,2,train/04475.png
30,32,5,6,24,27,1,train/00001_00012_00006.png
34,31,6,5,29,25,24,train/00024_00006_00003.png
52,56,5,6,47,51,10,train/03618.png
44,45,5,6,39,40,7,train/00007_00040_00028.png
95,89,8,8,87,82,23,train/00023_00001_00014.png
108,106,9,10,98,97,24,train/11431.png
29,29,5,5,24,24,5,train/00005_00020_00010.png
34,35,5,6,29,30,2,train/12575.png
47,47,6,6,42,42,28,train/09127.png
80,74,8,6,73,68,12,train/00037.png
38,37,6,5,33,32,5,train/00005_00006_00008.png
34,31,6,6,29,26,13,train/00013_00032_00001.png
35,30,6,5,30,25,2,train/00002_00000_00000.png
81,91,8,8,74,83,1,train/00001_00055_00024.png
37,37,5,5,31,32,9,train/03527.png
30,30,5,5,25,25,8,train/05569.png
35,36,6,6,30,31,5,train/00005_00010_00010.png
32,31,6,5,27,26,10,train/11878.png
44,45,5,6,39,40,12,train/03747.png
73,73,7,7,67,67,12,train/00012_00042_00013.png
41,39,6,5,36,34,10,train/00010_00057_00013.png
48,55,5,5,43,50,13,train/00013_00035_00008.png
61,57,6,6,56,52,19,train/00380.png
30,31,5,6,25,25,18,train/00018_00000_00029.png
36,38,5,6,31,32,1,train/06837.png
44,43,6,5,39,38,41,train/00041_00005_00021.png
27,27,5,5,22,21,35,train/00035_00031_00003.png
92,91,9,8,84,83,13,train/00013_00045_00014.png
34,34,5,5,29,29,8,train/00008_00010_00008.png
31,32,5,5,26,27,5,train/00005_00046_00005.png
55,54,6,5,50,49,12,train/00012_00024_00017.png
64,56,6,5,59,51,25,train/00025_00018_00021.png
42,43,6,6,37,38,6,train/00006_00009_00022.png
42,48,5,5,37,42,34,train/00034_00005_00021.png
35,35,6,5,30,29,13,train/00013_00051_00007.png
38,39,5,6,33,34,1,train/05955.png
27,28,5,5,22,23,4,train/02887.png
85,85,8,8,78,78,39,train/00039_00000_00004.png
30,31,5,5,25,26,4,train/00004_00049_00008.png
55,55,5,5,49,50,2,train/00002_00016_00021.png
35,34,6,6,30,29,5,train/00005_00055_00008.png
84,76,7,7,77,70,28,train/00028_00009_00026.png
98,104,8,9,90,95,36,train/01741.png
31,30,5,5,26,25,8,train/00008_00039_00001.png
57,52,6,5,52,46,28,train/00028_00017_00017.png
48,46,6,6,43,41,20,train/05295.png
52,52,5,5,47,47,1,train/00001_00071_00017.png
58,60,5,6,53,55,5,train/00005_00061_00027.png
37,36,5,6,32,31,31,train/11720.png
52,59,5,6,47,54,15,train/00015_00011_00017.png
53,46,6,5,48,41,28,train/00028_00010_00008.png
36,36,5,5,31,31,9,train/00009_00025_00011.png
42,38,5,5,37,33,19,train/00019_00006_00009.png
84,87,8,8,76,80,14,train/00014_00019_00019.png
34,35,5,6,29,30,13,train/00013_00064_00021.png
36,39,5,6,31,34,17,train/00017_00034_00016.png
109,99,9,9,100,91,13,train/00013_00070_00017.png
36,38,5,6,30,32,3,train/00003_00016_00008.png
74,75,7,7,68,69,18,train/00018_00036_00020.png
27,27,5,5,22,22,5,train/04116.png
35,31,6,5,30,26,11,train/09111.png
36,38,5,6,31,33,5,train/00005_00011_00004.png
38,39,5,5,33,34,8,train/00008_00039_00013.png
41,43,5,5,36,38,28,train/00028_00013_00001.png
35,35,5,6,30,29,21,train/00021_00005_00007.png
40,42,5,6,35,37,38,train/00038_00061_00016.png
32,32,5,5,27,27,38,train/00038_00062_00011.png
35,35,6,6,30,30,5,train/00005_00023_00006.png
39,56,6,6,34,51,29,train/00029_00000_00014.png
45,47,6,5,40,42,12,train/00012_00048_00011.png
72,76,6,7,66,69,38,train/06413.png
37,37,6,6,32,32,7,train/00007_00040_00021.png
56,56,6,6,51,51,34,train/05794.png
57,59,5,6,52,54,1,train/00001_00018_00014.png
68,62,7,6,62,57,13,train/00013_00038_00020.png
33,34,6,6,28,28,2,train/00002_00050_00014.png
32,31,5,6,27,26,23,train/06644.png
32,32,5,5,27,27,31,train/00951.png
28,28,5,5,23,23,17,train/00017_00005_00000.png
26,26,5,5,21,21,2,train/00002_00064_00000.png
146,130,12,11,133,118,13,train/00013_00020_00028.png
52,55,5,6,46,49,12,train/00012_00011_00014.png
71,71,6,7,65,65,11,train/04297.png
31,29,6,5,25,23,26,train/00026_00013_00004.png
51,51,6,6,46,46,17,train/00017_00022_00016.png
37,36,5,6,32,31,35,train/00035_00035_00016.png
27,27,6,5,22,22,3,train/05255.png
43,42,5,6,38,37,11,train/09663.png
82,82,8,8,75,75,7,train/00007_00006_00026.png
64,60,5,5,59,55,31,train/00031_00016_00023.png
27,26,6,5,22,21,42,train/10713.png
36,31,6,5,31,26,18,train/00018_00017_00008.png
36,36,5,5,31,31,8,train/01116.png
75,69,7,7,69,63,25,train/00025_00004_00028.png
36,37,5,6,30,31,1,train/06446.png
30,29,6,6,25,24,13,train/00013_00031_00004.png
62,58,5,6,57,53,12,train/02501.png
48,44,6,5,43,39,13,train/00013_00051_00016.png
38,34,6,5,32,28,31,train/00031_00007_00010.png
106,117,10,10,97,107,5,train/00005_00058_00029.png
68,68,7,7,62,62,2,train/08791.png
37,42,5,5,31,37,33,train/00033_00015_00017.png
37,36,6,6,32,31,2,train/00002_00043_00016.png
46,46,5,6,41,41,9,train/00009_00036_00013.png
33,32,6,5,28,27,38,train/00038_00029_00004.png
61,60,6,6,56,55,7,train/00007_00018_00027.png
35,37,5,6,30,32,11,train/00011_00030_00017.png
48,48,5,6,43,43,9,train/00009_00026_00000.png
33,33,5,6,27,28,1,train/00001_00062_00004.png
55,50,5,5,50,44,25,train/03901.png
94,94,9,9,86,86,12,train/10803.png
39,41,5,5,34,36,7,train/00007_00047_00023.png
58,54,6,5,52,48,18,train/00018_00034_00021.png
33,34,5,5,28,28,22,train/00022_00010_00009.png
36,37,5,6,30,32,16,train/00016_00007_00015.png
67,70,6,6,61,64,5,train/00005_00011_00024.png
45,45,6,6,40,40,5,train/00005_00053_00022.png
44,43,5,6,38,37,25,train/00025_00010_00001.png
51,51,6,6,46,46,8,train/00008_00019_00018.png
148,132,12,12,136,121,18,train/00018_00007_00028.png
69,70,7,6,63,64,2,train/00002_00042_00028.png
31,30,6,6,25,25,5,train/12066.png
60,55,6,6,55,50,13,train/00013_00030_00020.png
60,59,6,5,55,54,10,train/00010_00005_00028.png
39,39,5,5,34,34,1,train/00001_00004_00021.png
116,105,11,9,106,96,13,train/00013_00051_00029.png
39,41,5,6,34,35,2,train/09341.png
57,62,5,6,52,57,26,train/08187.png
47,43,6,5,42,38,7,train/00007_00001_00029.png
62,72,5,7,57,66,1,train/00533.png
40,35,6,5,34,30,29,train/00029_00001_00003.png
48,45,6,5,43,40,29,train/00029_00006_00018.png
84,75,8,7,77,69,25,train/00025_00007_00017.png
27,29,5,6,22,24,5,train/00005_00001_00003.png
36,35,6,6,31,29,25,train/00025_00015_00004.png
84,84,7,7,77,77,13,train/00013_00045_00012.png
76,69,7,6,70,63,31,train/00031_00014_00021.png
35,37,5,5,30,32,3,train/00003_00002_00012.png
88,88,8,8,81,81,1,train/00001_00071_00027.png
40,39,5,6,34,33,28,train/07739.png
27,28,5,6,22,23,1,train/11191.png
46,46,6,6,41,41,1,train/00001_00047_00015.png
76,86,6,8,70,78,9,train/00009_00045_00024.png
42,39,6,6,37,34,31,train/00031_00001_00005.png
36,39,5,6,30,34,38,train/08005.png
29,29,5,5,24,24,17,train/00017_00001_00003.png
27,28,6,6,22,23,15,train/00015_00006_00001.png
56,52,6,5,51,47,25,train/00025_00044_00018.png
50,51,5,5,45,46,10,train/05623.png
51,45,5,5,46,40,26,train/00026_00005_00020.png
74,72,7,6,68,66,5,train/00005_00059_00026.png
47,42,5,5,42,37,30,train/00030_00001_00023.png
54,50,6,5,48,45,13,train/04856.png
49,54,6,5,44,49,12,train/00012_00066_00019.png
59,52,6,6,53,46,2,train/00002_00030_00027.png
43,47,5,6,38,42,5,train/00005_00034_00024.png
64,64,5,5,59,59,12,train/00012_00037_00017.png
42,42,5,6,37,37,2,train/00002_00010_00017.png
39,40,5,6,34,35,3,train/00003_00034_00015.png
48,48,6,6,43,43,16,train/00016_00003_00022.png
29,30,5,5,24,25,4,train/00004_00017_00002.png
43,42,6,6,38,37,5,train/12453.png
35,35,5,5,29,29,4,train/00004_00042_00011.png
97,88,9,8,89,81,13,train/00013_00070_00013.png
27,29,5,5,22,24,2,train/00002_00016_00001.png
29,29,5,5,24,24,4,train/00004_00020_00005.png
37,35,6,5,32,30,25,train/00025_00035_00011.png
137,157,11,14,125,144,1,train/00001_00028_00029.png
39,38,6,5,34,33,9,train/00009_00008_00019.png
38,40,6,5,33,35,3,train/00003_00043_00021.png
81,81,8,7,74,74,12,train/00012_00001_00027.png
27,29,5,6,22,24,16,train/00016_00011_00006.png
42,37,6,5,37,32,18,train/00018_00026_00008.png
100,106,9,10,92,97,8,train/00008_00013_00027.png
34,34,5,6,29,29,5,train/07379.png
58,58,6,5,52,53,5,train/00005_00035_00021.png
30,31,5,6,25,26,13,train/00013_00064_00013.png
57,60,5,6,52,55,11,train/00011_00035_00012.png
44,39,6,5,38,33,25,train/00025_00014_00007.png
32,30,6,6,27,25,13,train/00013_00040_00000.png
62,64,6,6,57,58,40,train/00245.png
36,35,6,5,31,30,7,train/01125.png
37,37,6,6,32,32,10,train/07401.png
55,55,6,6,50,50,31,train/11275.png
39,39,6,6,34,34,5,train/00005_00050_00014.png
31,29,5,5,25,24,4,train/00004_00064_00007.png
29,29,5,5,23,24,35,train/00035_00028_00004.png
67,61,6,5,61,56,31,train/00031_00024_00027.png
29,29,6,5,24,24,38,train/00038_00014_00006.png
40,40,5,5,35,35,8,train/00008_00041_00015.png
105,91,10,8,96,83,18,train/00042.png
34,31,5,5,29,26,17,train/00017_00020_00012.png
46,46,6,5,41,41,1,train/09234.png
30,33,5,5,25,27,9,train/00009_00011_00001.png
67,68,6,7,61,62,19,train/07395.png
37,44,6,5,32,39,15,train/00015_00002_00012.png
37,36,6,5,32,31,4,train/00004_00012_00012.png
67,62,6,5,61,56,13,train/00170.png
29,29,6,5,24,24,4,train/09241.png
33,35,5,6,28,30,35,train/00035_00002_00009.png
46,39,6,5,41,34,25,train/00025_00025_00013.png
44,43,6,5,39,38,15,train/01058.png
41,43,6,6,36,38,40,train/00040_00007_00017.png
27,29,5,5,22,24,34,train/00034_00006_00001.png
41,41,6,6,36,36,8,train/00008_00041_00016.png
39,40,5,6,34,35,38,train/00038_00029_00013.png
44,43,6,6,39,38,13,train/08675.png
51,49,6,6,46,44,5,train/00791.png
60,59,6,5,55,54,12,train/00012_00037_00014.png
92,98,9,8,84,89,41,train/00041_00002_00026.png
37,36,5,6,32,31,1,train/00001_00050_00001.png
